1260  SIII
1303  OI
1334  CII
1390  SiIV
1525  SIII
1549  CIV
1640  HeII
1670  AIII
2800  MgII
3934.8 CaK
3969.6 CaH
4304.40 G
4340    Hg
5175.36 Mg
5269 CaFe
5891.6  Na
4101.70 Hd
4861.33 Hb
