# Z          logLUM_SOFT         
  0.320236   42.37235958252432   
  0.469737   42.37912414607038   
  0.483946   42.390935107103374  
  0.327493   42.39164070349238   
  0.217345   42.39164070349238   
  0.324951   42.3919930722597    
  0.506824   42.394101302040035  
  0.361957   42.394801777162705  
  0.710284   42.39759243403811   
  0.297606   42.40140054078154   
  0.486541   42.402777069610345  
  0.705147   42.407220892927384  
  0.436406   42.40823996531184   
  0.474029   42.40823996531184   
  0.364817   42.40823996531184   
  0.237301   42.412124406173305  
  0.325063   42.413802516769344  
  0.590542   42.41813549842522   
  0.617571   42.418632687354055  
  0.364766   42.42045085910606   
  0.174781   42.42390091852841   
  0.426948   42.4268364538035    
  0.642883   42.427486109095774  
  0.562916   42.43168534468601   
  0.29379    42.43328968519502   
  0.423339   42.434888120867306  
  0.555813   42.439806211393325  
  0.309441   42.444200988864154  
  0.333712   42.44622640177816   
  0.382669   42.44793286559217   
  0.354512   42.450557009418326  
  0.336165   42.45285933579584   
  0.646729   42.453165392525854  
  0.46052    42.45788189673399   
  0.226788   42.4584867637982    
  0.471106   42.459392487759224  
  0.287375   42.459693976477965  
  0.601143   42.46209838113515   
  0.256995   42.462397997898954  
  0.301369   42.462547728802654  
  0.590036   42.463445031770426  
  0.290276   42.467756051244024  
  0.430363   42.46849502450706   
  0.594236   42.469232742506605  
  0.542614   42.47099816966087   
  0.174992   42.47099816966087   
  0.283365   42.47407050321504   
  0.231512   42.47943133719773   
  0.165999   42.482587769526766  
  0.507407   42.49023948524628   
  0.459794   42.49234125325496   
  0.368477   42.49387611085282   
  0.365025   42.49401537475714   
  0.452975   42.49415459401843   
  0.23903    42.49429376866533   
  0.627026   42.494432898726394  
  0.43563    42.49485002168009   
  0.251952   42.499824495839576  
  0.519035   42.500373714353366  
  0.268824   42.500373714353366  
  0.386727   42.500648063371905  
  0.211725   42.50419891853944   
  0.431367   42.5051499783199    
  0.42529    42.50542132758328   
  0.628263   42.50704587242732   
  0.646532   42.507451060901964  
  0.311628   42.50852971897128   
  0.608489   42.509471352102544  
  0.626949   42.51321760006793   
  0.505529   42.520090328112836  
  0.433403   42.521661015112066  
  0.448123   42.523486332343225  
  0.452328   42.52452593662637   
  0.655756   42.52608069180202   
  0.445388   42.52762990087133   
  0.291935   42.52865964523498   
  0.14285    42.53083977861652   
  0.265557   42.53147891704225   
  0.345072   42.532244643626576  
  0.353912   42.53249958609465   
  0.648249   42.53504081325116   
  0.42916    42.538322333231434  
  0.348877   42.53844805171021   
  0.220689   42.54070478331076   
  0.495262   42.542451947375966  
  0.301204   42.548020694905524  
  0.270306   42.55327604613709   
  0.488653   42.555940437818506  
  0.433233   42.55714614231835   
  0.498575   42.55750720190565   
  0.539856   42.56098205558623   
  0.514776   42.5633624094866    
  0.316675   42.567026366159055  
  0.392826   42.5700757053216    
  0.329712   42.57077636879474   
  0.569208   42.57310378316399   
  0.14236    42.574147064150715  
  0.305735   42.57484119506338   
  0.280778   42.57553421831986   
  0.32618    42.576571684065286  
  0.306397   42.581266805273664  
  0.21532    42.58308536634768   
  0.429403   42.58546072950849   
  0.489755   42.585573518622724  
  0.310414   42.58591171031943   
  0.450952   42.586924708144814  
  0.292558   42.58950279626376   
  0.345501   42.592842683131096  
  0.530425   42.592842683131096  
  0.140844   42.59736605026602   
  0.318127   42.59922786277379   
  0.209707   42.600101255691385  
  0.277449   42.60064623566239   
  0.266714   42.60271094495755   
  0.515031   42.60411800619203   
  0.564528   42.60562822200762   
  0.444817   42.60713320439156   
  0.609018   42.60734777676841   
  0.488251   42.608526033577185  
  0.497617   42.61288976928748   
  0.556784   42.61331316145545   
  0.053236   42.616790486329705  
  0.500114   42.62211036036121   
  0.634842   42.62262842612932   
  0.373763   42.62283547952151   
  0.963221   42.62335268153799   
  0.277931   42.62417892574802   
  0.296275   42.625621081424896  
  0.553823   42.63618689519872   
  0.332941   42.64127575723191   
  0.624515   42.643452676486184  
  0.296537   42.64424158584372   
  0.314618   42.64875021269801   
  0.622738   42.650598898172646  
  0.465094   42.65098709438344   
  0.254858   42.65609820201282   
  0.616596   42.659155280940624  
  0.911159   42.66010622172323   
  0.89943    42.66520562843459   
  0.584792   42.66529949949989   
  0.612476   42.66857226918455   
  0.669527   42.670245853074114  
  0.652257   42.67033864112744   
  0.68086    42.67080228426094   
  0.335986   42.675044735955886  
  0.529246   42.67696781429475   
  0.152279   42.67860941655892   
  0.346219   42.68957521575993   
  0.646839   42.690550461510355  
  0.149286   42.695569227036174  
  0.321811   42.69635638873333   
  0.640065   42.69879625179043   
  0.517854   42.70122248425655   
  0.776097   42.70260284134042   
  0.591319   42.70714418834244   
  0.534896   42.70748501196747   
  0.63323    42.70842090013471   
  0.549722   42.70850588095523   
  0.164918   42.70859084515034   
  0.34662    42.70952435587633   
  0.332044   42.712144414214876  
  0.293055   42.717587296855456  
  0.803477   42.722304786874325  
  0.401216   42.72296280894248   
  0.455761   42.72574833299554   
  0.300377   42.72705301135385   
  0.503437   42.7292458072253    
  0.500665   42.73311698144206   
  0.697487   42.73335778792558   
  0.444735   42.735598899698175  
  0.342919   42.74562122130693   
  0.21658    42.745855195173725  
  0.631712   42.746089043056195  
  0.61552    42.74655636141036   
  0.455599   42.751279103983336  
  0.65204    42.75511226639507   
  0.797447   42.75625564875423   
  0.726347   42.75739602879302   
  0.818796   42.75989437402549   
  0.491654   42.76312837679913   
  0.286197   42.763877031495646  
  0.653611   42.76797172138161   
  0.737353   42.77188132019009   
  0.479247   42.77298145034496   
  0.647905   42.773640193260015  
  0.470517   42.773859552376685  
  0.322252   42.77597433112936   
  0.623984   42.78067727443336   
  0.298893   42.782973994944044  
  0.091984   42.78326023287294   
  0.561991   42.784474643762515  
  0.287795   42.78525863335769   
  0.738259   42.78823909738216   
  0.697423   42.78915749191144   
  0.365194   42.79372055681352   
  0.517036   42.794627444664506  
  0.511632   42.79497574405113   
  0.826244   42.79664370378511   
  0.51913    42.7977521286507    
  0.410379   42.79899573444388   
  0.573729   42.799064719351     
  0.567687   42.801883707125235  
  0.459822   42.80604423574808   
  0.235747   42.809559714635256  
  0.396461   42.809627041894046  
  0.743262   42.812311609131115  
  0.405583   42.8161749904288    
  0.957008   42.81663894489846   
  0.789571   42.81921479988238   
  0.38135    42.81934648408045   
  0.785332   42.82105475504689   
  0.430355   42.821579027912     
  0.599779   42.823213313282665  
  0.502263   42.82562082500349   
  0.638455   42.82568570802175   
  0.514176   42.82613961793591   
  0.789928   42.82756311125472   
  0.693159   42.82930377283102   
  0.283068   42.82994669594163   
  0.435083   42.83442070368152   
  0.497152   42.83733586801501   
  0.800502   42.839352328895416  
  0.259264   42.84173477897474   
  0.569364   42.84285876244529   
  0.43609    42.842983470122206  
  0.59981    42.84441504047382   
  0.283203   42.84683175282325   
  0.387509   42.847140617413395  
  0.489836   42.85052370887899   
  0.660856   42.851380667965586  
  0.64745    42.85412378210116   
  0.431445   42.856305866433296  
  0.429983   42.85648721286862   
  0.712921   42.86057755124441   
  0.326931   42.860697274052036  
  0.327424   42.86093662070009   
  0.738318   42.863857961883966  
  0.140517   42.86415495600202   
  0.288765   42.865400118179295  
  0.436042   42.86646456597173   
  0.444536   42.868703202278525  
  0.670324   42.87244764778901   
  0.865947   42.87558210432788   
  0.293897   42.87575557925805   
  0.631062   42.87811948469716   
  0.35799    42.878751520173     
  0.83014    42.87938263717434   
  0.360731   42.88149877961498   
  0.609931   42.88292279060259   
  0.513706   42.88411536201166   
  0.509321   42.887729797288024  
  0.456399   42.89025330515453   
  0.635413   42.89053279192774   
  0.532085   42.892817824309574  
  0.264265   42.89437145385623   
  0.69123    42.89580915016913   
  0.574294   42.896195410454204  
  0.533309   42.90009390154339   
  0.751147   42.90134932541564   
  0.614218   42.90270981296987   
  0.70729    42.9054720619247    
  0.664432   42.90584982664231   
  0.530609   42.90746510676585   
  0.564493   42.90987681799038   
  0.438627   42.91057104848125   
  0.647841   42.91365493508661   
  0.843262   42.91429025566594   
  0.517314   42.92069713446991   
  0.561036   42.92474435247994   
  0.778752   42.92562145479082   
  0.887922   42.925930597868465  
  0.866816   42.92941892571429   
  0.509709   42.930184652298614  
  0.772201   42.93211847202912   
  0.626147   42.932727367301524  
  0.953344   42.93333541007764   
  0.460675   42.93565838610063   
  0.301762   42.936010795715205  
  0.427826   42.936061116609984  
  0.340101   42.93641319971147   
  0.525346   42.94086497596671   
  0.583267   42.944137073158096  
  0.648906   42.94679602727145   
  0.849402   42.949926443667906  
  0.61379    42.950656882504504  
  0.509519   42.95070553477385   
  0.74445    42.95385629822498   
  0.283384   42.954772989689715  
  0.321464   42.963551733574086  
  0.541222   42.9645895874899    
  0.791553   42.964683814976034  
  0.470868   42.96534283556061   
  0.317602   42.96609477944616   
  0.723485   42.966517176446786  
  0.764933   42.96693916302111   
  0.435647   42.96759477267189   
  0.743854   42.96768835045331   
  0.338693   42.9698816437465    
  0.325423   42.970672242689716  
  0.291757   42.97132224524281   
  0.303127   42.97326643610852   
  0.457412   42.97326643610852   
  0.524875   42.975661533181054  
  0.621194   42.97667088062481   
  0.791958   42.977174676020184  
  0.579399   42.97754070594653   
  0.846478   42.9832202146481    
  0.860622   42.98439227852426   
  0.208255   42.98659260682221   
  0.692018   42.9902056151848    
  0.667811   42.99064958831885   
  0.627397   42.99135900263794   
  0.858868   42.991491888910154  
  0.516243   42.99166900737995   
  0.883739   42.99277436425535   
  0.489947   42.9931274851057    
  0.903868   42.99458108125989   
  0.890054   42.99655544963336   
  0.629002   42.99751743941472   
  0.595908   42.99791036734673   
  0.332128   43.00130093302041   
  0.384427   43.00603795499731   
  0.610055   43.010299956639805  
  1.036623   43.011993114659255  
  0.770292   43.011993114659255  
  0.492195   43.012837224705166  
  0.392905   43.01535975540921   
  0.618913   43.01619735351243   
  0.289759   43.01619735351243   
  0.428694   43.01703333929878   
  0.215479   43.017867718963494  
  0.331206   43.018700498666234  
  0.602335   43.01994668167884   
  0.599755   43.02284061087652   
  0.433941   43.02448566769916   
  0.356211   43.02653326452329   
  0.619442   43.02775720469055   
  0.716823   43.028977705208774  
  0.447671   43.03181227133037   
  0.692236   43.03342375548694   
  0.435409   43.03502928220236   
  0.554304   43.035829825252826  
  0.628724   43.04060234011407   
  0.579136   43.04060234011407   
  0.31375    43.04060234011407   
  0.539045   43.04060234011407   
  0.326453   43.04766419460155   
  0.521201   43.0480531731156    
  0.80049    43.0519239160461    
  0.594564   43.053846426852246  
  0.560761   43.05461305455688   
  0.571449   43.05728564441821   
  0.394735   43.05766610390982   
  0.522317   43.058426024457     
  0.787894   43.059563417901266  
  0.4917     43.05994188806194   
  0.492427   43.06370855939141   
  0.759629   43.06595298031386   
  0.842324   43.068927611682064  
  0.909732   43.07003786660775   
  0.639514   43.070776462843426  
  0.658413   43.074816440645165  
  0.513555   43.078819183098844  
  0.694738   43.080987046910884  
  0.78393    43.08242630086076   
  0.583323   43.088844562727     
  0.818822   43.08990511143939   
  0.377918   43.09025805293131   
  0.365656   43.09236969962911   
  0.629098   43.09342168516223   
  0.429245   43.09551804232315   
  0.294754   43.09691001300805   
  0.502263   43.09725730969341   
  0.493099   43.097604328874404  
  0.840772   43.09829753649469   
  0.629403   43.10002573010785   
  0.841584   43.10448711131239   
  0.774651   43.107549129744676  
  0.512462   43.10957854690438   
  0.516915   43.11058971029924   
  0.768822   43.11159852488039   
  0.44735    43.111934276332676  
  0.820915   43.113274692464344  
  0.584883   43.11360915107302   
  0.961381   43.11427729656158   
  0.960797   43.11826472608947   
  0.481587   43.123851640967075  
  0.97404    43.1271047983648    
  0.645885   43.1271047983648    
  0.904881   43.12742877785159   
  0.692715   43.13161866434912   
  0.925139   43.131939295210415  
  0.565966   43.13353890837021   
  1.235087   43.13449585583467   
  0.628646   43.135768514567815  
  0.760674   43.137354111370726  
  0.504279   43.14207646107328   
  0.630878   43.14207646107328   
  0.536921   43.143639235274534  
  0.485802   43.14921911265537   
  0.617723   43.15228834438305   
  0.775691   43.15472820744015   
  0.65259    43.155032228790965  
  0.519312   43.159867847092556  
  0.400363   43.16016829295851   
  0.572398   43.16196661636407   
  0.633368   43.162862993321916  
  0.740878   43.16375752398195   
  0.605386   43.165244326125304  
  0.30019    43.168497483523026  
  0.542588   43.171433900943     
  0.584521   43.17260293120985   
  0.275697   43.173186268412266  
  0.921823   43.175221800343046  
  0.678022   43.176380692243264  
  0.630324   43.17666993266815   
  0.689049   43.178976947293165  
  0.607202   43.17926446433902   
  0.608639   43.18069920129603   
  0.302801   43.18212921405299   
  0.732436   43.18269990333604   
  0.765083   43.185825359612956  
  0.559088   43.18639121569549   
  0.76552    43.186673867499735  
  0.703216   43.18808437371493   
  0.720413   43.18808437371493   
  0.628369   43.188647295999715  
  0.412714   43.188647295999715  
  0.767103   43.1892094895823    
  1.324243   43.189490313699366  
  0.65222    43.190611797813595  
  0.953651   43.19089171692217   
  0.70324    43.19865708695442   
  0.616403   43.20330491613848   
  0.399906   43.20466251174821   
  0.365633   43.20493352235414   
  0.824298   43.21112054125804   
  0.729046   43.21112054125804   
  0.75839    43.21218760440395   
  0.776694   43.21218760440395   
  0.78129    43.2137832993353    
  0.64771    43.21510858105309   
  0.87157    43.216429830876244  
  0.2989     43.21853550521652   
  0.565414   43.21879799811173   
  0.769794   43.22010808804005   
  0.645344   43.221674997070764  
  0.808218   43.22245633667924   
  0.604387   43.22271647114757   
  0.737315   43.225309281725856  
  0.207771   43.22634208716362   
  0.727121   43.22634208716362   
  0.815109   43.22685757028872   
  0.820688   43.22737244228963   
  0.81168    43.22891340599468   
  0.737001   43.229169702539096  
  0.736548   43.229425847920695  
  0.629551   43.231979026831496  
  0.73061    43.23223352111473   
  0.578272   43.23299611039214   
  0.750767   43.234010817587176  
  0.363085   43.234770295160914  
  0.56761    43.23502315949522   
  1.143466   43.235528446907544  
  0.689333   43.241795431295195  
  0.714712   43.243286146083435  
  0.876996   43.24378191609379   
  0.703153   43.24477176149529   
  0.537181   43.246744709723835  
  0.949289   43.24870873560091   
  1.113143   43.249442961442575  
  0.685163   43.25454807710897   
  1.028766   43.2552725051033    
  0.815164   43.25647720624167   
  0.783436   43.259593878885944  
  0.744198   43.262925469331826  
  0.781967   43.263636068588106  
  0.640937   43.263636068588106  
  0.710215   43.26481782300953   
  0.746962   43.265289625860824  
  0.610756   43.2657609167176    
  1.48403    43.266231696689886  
  1.024066   43.26670196688408   
  0.579811   43.26693691115916   
  0.644576   43.26717172840301   
  0.85268    43.26834391395106   
  0.653945   43.26951294421791   
  0.513678   43.2706788361447    
  1.032292   43.271609301378824  
  1.02133    43.27230584440208   
  0.696195   43.27253777737523   
  0.782576   43.27715061396379   
  0.678349   43.27715061396379   
  0.565492   43.277609214304086  
  0.808692   43.28352736486168   
  0.962861   43.28533222764388   
  0.627902   43.28578227377939   
  0.393624   43.286680969354926  
  1.060107   43.29003461136251   
  0.451225   43.29025726939451   
  0.911034   43.291368850451576  
  0.45664    43.29225607135647   
  0.505239   43.29269900304392   
  0.602739   43.29269900304392   
  0.621982   43.2929202996       
  1.036434   43.29358351349611   
  0.488646   43.29380435991933   
  0.626554   43.29666519026152   
  0.78153    43.297103650149246  
  0.740026   43.303412070596735  
  0.589124   43.303412070596735  
  0.252486   43.30449052777348   
  0.577697   43.305781151254976  
  0.692925   43.30642502755068   
  0.593501   43.309417225778134  
  0.773041   43.309417225778134  
  0.869465   43.31069331234335   
  0.78791    43.31090562937614   
  0.671059   43.311541958401186  
  0.689573   43.314499227973144  
  0.789578   43.31470969295517   
  0.840979   43.317645543221154  
  0.532976   43.31827208021162   
  1.326043   43.31827208021162   
  1.060797   43.3220124385824    
  1.006545   43.32325210017168   
  0.674672   43.325310371711055  
  0.891008   43.325310371711055  
  0.90352    43.32551566336314   
  0.940983   43.32592595577146   
  0.505526   43.330413773349186  
  1.414552   43.33183204443624   
  0.970514   43.332640410387455  
  0.747325   43.33304402982348   
  1.006663   43.33545790068938   
  0.951829   43.33605927786634   
  0.574556   43.337259539750264  
  1.002377   43.337459261290654  
  0.478648   43.33785842904109   
  0.504151   43.3418300569205    
  0.814578   43.34419571587143   
  0.652843   43.34498141392725   
  1.110519   43.34596154181313   
  0.775897   43.34674405460484   
  0.286251   43.34947179921438   
  0.695642   43.35082927358297   
  1.445312   43.35140975192543   
  1.030049   43.35198945543563   
  0.616317   43.355259905527376  
  0.66894    43.35679046035171   
  0.775693   43.35831564008219   
  0.868908   43.361350024352255  
  0.557562   43.366422957225964  
  0.971881   43.36810085170934   
  0.672129   43.37217528611506   
  0.481815   43.37346372163236   
  0.649911   43.37602918172818   
  0.512086   43.37639444203726   
  0.51329    43.37657695705651   
  1.171544   43.37767043933432   
  0.885919   43.378034322457324  
  0.483835   43.378216149749875  
  0.646577   43.37930551775057   
  0.915155   43.38129562300382   
  1.087555   43.381656482585775  
  1.161724   43.38201704257486   
  1.232884   43.38399478944173   
  1.186143   43.38471174293828   
  0.970687   43.38614210893081   
  0.731309   43.38827886345963   
  0.627058   43.38987455839098   
  0.812644   43.38987455839098   
  0.528598   43.38987455839098   
  0.557759   43.3933996952931    
  0.619772   43.394976719554556  
  0.935596   43.395151591504536  
  0.756526   43.39567578526993   
  0.948621   43.39759243403811   
  0.612378   43.400192488592566  
  1.256074   43.40208935057209   
  0.998324   43.40312052117581   
  0.871096   43.409425868671434  
  0.854757   43.41094585868777   
  0.513845   43.41178800454386   
  0.886435   43.41212440617331   
  1.179387   43.41680687182294   
  0.757852   43.418798290590345  
  0.891383   43.419625360887736  
  0.853446   43.41979058610636   
  0.371596   43.42111012979343   
  0.598703   43.42127479121034   
  0.990837   43.4220971631317    
  0.599567   43.42504487455138   
  2.294441   43.425371166438936  
  0.491844   43.42651126136457   
  1.087922   43.42926766643316   
  1.437531   43.42942926438178   
  1.309994   43.43007505555193   
  1.239536   43.430397591386956  
  1.219828   43.431685344686     
  1.059298   43.43200668726959   
  0.665558   43.4324882557705    
  0.580436   43.43312951758048   
  0.764598   43.43344979376159   
  0.679992   43.43408963841788   
  1.436254   43.434568904034194  
  0.64225    43.43695733066944   
  1.063302   43.437433443797964  
  0.617697   43.438225807604525  
  0.552979   43.44169513564071   
  0.981807   43.44294986957785   
  0.353913   43.44575983648862   
  1.09709    43.446070935700995  
  0.739766   43.44808766669233   
  1.426055   43.4519398693651    
  0.490802   43.45239984591144   
  0.574275   43.45331834004703   
  0.606259   43.45347123372293   
  1.46968    43.454997217309455  
  1.635657   43.45863784902564   
  1.402402   43.459392487759224  
  0.601552   43.46104809167065   
  1.048294   43.46149852678302   
  0.551091   43.462847035831665  
  0.772881   43.46523409498801   
  0.741419   43.46523409498801   
  0.731916   43.46538285144841   
  0.983927   43.46568021159827   
  0.735494   43.466422722433784  
  0.811848   43.466571072386344  
  1.016319   43.46805179145423   
  0.78117    43.4686426683915    
  0.291654   43.469232742506605  
  0.835454   43.47070442972279   
  0.723082   43.474361976032625  
  0.911527   43.47639682672532   
  0.252513   43.47769992833213   
  0.96151    43.477988976250884  
  0.795794   43.479143247978605  
  0.750522   43.479143247978605  
  0.619386   43.48086892368716   
  1.465454   43.48230176722344   
  0.470492   43.48273070007994   
  0.959475   43.48330195235816   
  0.904726   43.48387245422267   
  0.749609   43.48472680429865   
  1.046474   43.485295438726084  
  1.484438   43.48812749624745   
  1.081986   43.48840968890319   
  0.306837   43.488973524726504  
  0.1402     43.49037992000317   
  0.850801   43.49066065335613   
  1.543436   43.49164179347758   
  1.314728   43.49220145139253   
  0.964967   43.49234125325497   
  1.21055    43.4929000111087    
  0.816104   43.493318608232094  
  1.356407   43.49679131570004   
  1.795098   43.500099191915716  
  0.62387    43.500648063371905  
  0.566425   43.50229052791477   
  1.094698   43.50365451924296   
  0.773096   43.50365451924296   
  0.567634   43.50460677064195   
  1.226421   43.50487845941021   
  0.753639   43.505556938663815  
  1.034006   43.51361707378787   
  0.762821   43.513883185611085  
